Timestamp,Record number,Average Water Speed,Average Water Speed [quality],Average Water Direction,Average Water Direction [quality],Chlorophyll,Chlorophyll [quality],Temperature,Temperature [quality],Dissolved Oxygen,Dissolved Oxygen [quality],Dissolved Oxygen (%Saturation),Dissolved Oxygen (%Saturation) [quality],pH,pH [quality],Salinity,Salinity [quality],Specific Conductance,Specific Conductance [quality],Turbidity,Turbidity [quality]
Units,,cm/s,,degrees,,ug/L,,DegreesC,,mg/L,,%,,PH,,ppm,, mS/cm,,FNU,
"2023-08-29 17:00:00",2672,7.239,,27.617,,3.404,1020,22.056,1020,7.82,1020,110.062,1020,8.1,1020,35.555,1020,53.741,1020,4.415,1020
"2023-08-29 17:30:00",2673,4.843,,126.562,,4.521,1020,22.043,1020,7.807,1020,109.865,1020,8.097,1020,35.561,1020,53.749,1020,3.665,1020
"2023-08-29 18:00:00",2674,5.328,,100.717,,5.379,1020,21.92,1020,7.666,1020,107.634,1020,8.095,1020,35.556,1020,53.741,1020,3.319,1020
"2023-08-29 18:30:00",2675,3.558,,259.436,,4.8,1020,21.864,1020,7.663,1020,107.483,1020,8.096,1020,35.563,1020,53.748,1020,3.087,1020
"2023-08-29 19:00:00",2676,5.296,,197.954,,3.913,1020,21.78,1020,7.673,1020,107.479,1020,8.098,1020,35.564,1020,53.749,1020,2.528,1020
"2023-08-29 19:30:00",2677,4.623,,100.33,,3.935,1020,21.674,1020,7.602,1020,106.275,1020,8.096,1020,35.563,1020,53.746,1020,3.053,1020
"2023-08-29 20:00:00",2678,2.511,,63.99,,4.564,1020,21.573,1020,7.555,1020,105.441,1020,8.099,1020,35.568,1020,53.752,1020,2.535,1020
"2023-08-29 20:30:00",2679,1.607,,14.672,,3.636,1020,21.531,1020,7.542,1020,105.177,1020,8.096,1020,35.572,1020,53.756,1020,2.758,1020
"2023-08-29 21:00:00",2680,3.924,,92.176,,3.519,1020,21.511,1020,7.556,1020,105.33,1020,8.096,1020,35.574,1020,53.758,1020,2.189,1020
"2023-08-29 21:30:00",2681,5.075,,205.162,,2.83,1020,21.463,1020,7.29,1020,101.542,1020,8.101,1020,35.574,1020,53.758,1020,3.894,1020
"2023-08-29 22:00:00",2682,6.309,,198.877,,3.814,1020,21.426,1020,7.378,1020,102.689,1020,8.1,1020,35.569,1020,53.75,1020,2.261,1020
"2023-08-29 22:30:00",2683,0.65,,42.318,,4.151,1020,21.378,1020,6.501,1020,,,8.102,1020,35.561,1020,53.739,1020,7.38,1020
"2023-08-29 23:00:00",2684,4.571,,300.616,,4.511,1020,21.315,1020,6.565,1020,,,8.114,1020,35.545,1020,53.718,1020,2.397,1020
"2023-08-29 23:30:00",2685,2.216,,261.283,,2.856,1020,21.312,1020,6.84,1020,95.002,1020,8.1,1020,35.549,1020,53.723,1020,2.168,1020
"2023-08-30 00:00:00",2686,4.617,,210.718,,2.091,1020,21.235,1020,6.399,1020,,,8.151,1020,35.534,1020,53.701,1020,1.855,1020
"2023-08-30 00:30:00",2687,2.096,,357.046,,3.036,1020,21.183,1020,6.496,1020,,,8.108,1020,35.525,1020,53.689,1020,2.08,1020
"2023-08-30 01:00:00",2688,6.108,,242.154,,2.542,1020,21.097,1020,6.817,1020,94.305,1020,8.111,1020,35.504,1020,53.659,1020,2.028,1020
"2023-08-30 01:30:00",2689,6.988,,273.484,,2.74,1020,21.084,1020,6.528,1020,,,8.108,1020,35.505,1020,53.661,1020,2.1,1020
"2023-08-30 02:00:00",2690,3.843,,342.957,,3.123,1020,21.051,1020,6.345,1020,,,8.134,1020,35.5,1020,53.653,1020,1.964,1020
"2023-08-30 02:30:00",2691,2.016,,277.087,,1.867,1020,21.03,1020,6.796,1020,93.885,1020,8.105,1020,35.505,1020,53.661,1020,2.215,1020
"2023-08-30 03:00:00",2692,2.145,,223.171,,2.539,1020,20.978,1020,6.303,1020,,,8.1,1020,35.504,1020,53.659,1020,1.911,1020
"2023-08-30 03:30:00",2693,5.138,,191.818,,2.28,1020,20.943,1020,6.404,1020,,,8.1,1020,35.505,1020,53.66,1020,2.397,1020
"2023-08-30 04:00:00",2694,2.699,,58.008,,2.414,1020,20.909,1020,,,,,8.098,1020,35.508,1020,53.663,1020,1.743,1020
"2023-08-30 04:30:00",2695,5.89,,44.937,,2.522,1020,20.864,1020,6.176,1020,,,8.094,1020,35.503,1020,53.656,1020,2.3,1020
"2023-08-30 05:00:00",2696,3.816,,197.183,,2.4,1020,20.852,1020,6.164,1020,,,8.093,1020,35.504,1020,53.657,1020,2.164,1020
"2023-08-30 05:30:00",2697,5.149,,30.527,,3.294,1020,20.876,1020,6.308,1020,,,8.088,1020,35.516,1020,53.674,1020,2.33,1020
"2023-08-30 06:00:00",2698,6.802,,130.234,,3.573,1020,20.899,1020,6.72,1020,92.632,1020,8.088,1020,35.536,1020,53.701,1020,2.704,1020
"2023-08-30 06:30:00",2699,2.391,,119.917,,2.279,1020,20.941,1020,6.784,1020,93.586,1020,8.08,1020,35.55,1020,53.72,1020,3.158,1020
"2023-08-30 07:00:00",2700,3.062,,172.972,,1.938,1020,20.911,1020,6.849,1020,94.44,1020,8.078,1020,35.546,1020,53.715,1020,3.538,1020
"2023-08-30 07:30:00",2701,3.977,,192.965,,2.212,1020,20.921,1020,6.745,1020,93.028,1020,8.08,1020,35.547,1020,53.716,1020,2.636,1020
"2023-08-30 08:00:00",2702,3.226,,279.752,,2.194,1020,20.945,1020,6.88,1020,94.93,1020,8.075,1020,35.557,1020,53.729,1020,2.417,1020
"2023-08-30 08:30:00",2703,4.419,,205.071,,1.638,1020,20.978,1020,6.752,1020,93.225,1020,8.077,1020,35.551,1020,53.721,1020,2.991,1020
"2023-08-30 09:00:00",2704,5.609,,236.131,,2.21,1020,21.024,1020,6.908,1020,95.445,1020,8.083,1020,35.551,1020,53.722,1020,2.444,1020
"2023-08-30 09:30:00",2705,2.824,,76.237,,1.298,1020,21.08,1020,7.026,1020,97.165,1020,8.082,1020,35.524,1020,53.686,1020,2.727,1020
"2023-08-30 09:30:00",2706,2.824,,76.237,,1.298,1020,21.08,1020,7.026,1020,97.165,1020,8.082,1020,35.524,1020,53.686,1020,2.727,1020
"2023-08-30 10:00:00",2707,1.476,,344.477,,1.591,1020,21.206,1020,6.991,1020,96.919,1020,8.092,1020,35.545,1020,53.717,1020,2.105,1020
"2023-08-30 10:30:00",2708,7.557,,167.114,,1.653,1020,21.272,1020,7.197,1020,99.885,1020,8.093,1020,35.544,1020,53.715,1020,2.144,1020
"2023-08-30 11:00:00",2709,4.378,,295.435,,1.297,1020,21.368,1020,7.3,1020,101.481,1020,8.093,1020,35.527,1020,53.693,1020,1.893,1020
"2023-08-30 11:30:00",2710,2.936,,337.442,,1.225,1020,21.405,1020,7.333,1020,101.996,1020,8.1,1020,35.511,1020,53.673,1020,1.978,1020
"2023-08-30 12:00:00",2711,4.955,,337.984,,1.239,1020,21.487,1020,7.363,1020,102.551,1020,8.104,1020,35.486,1020,53.64,1020,2.087,1020
"2023-08-30 12:30:00",2712,0.829,,296.306,,0.973,1020,21.531,1020,7.32,1020,102.04,1020,8.105,1020,35.501,1020,53.661,1020,2.155,1020
"2023-08-30 13:00:00",2713,4.79,,245.202,,2.482,1020,21.483,1020,7.188,1020,100.104,1020,8.102,1020,35.495,1020,53.652,1020,2.16,1020
"2023-08-30 13:30:00",2714,1.001,,221.04,,2.91,1020,21.458,1020,7.399,1020,103.014,1020,8.111,1020,35.508,1020,53.669,1020,2.033,1020
"2023-08-30 14:00:00",2715,4.951,,288.977,,1.381,1020,21.451,1020,7.494,1020,104.326,1020,8.114,1020,35.509,1020,53.67,1020,2.02,1020
"2023-08-30 14:30:00",2716,5.13,,246.771,,2.092,1020,21.532,1020,7.516,1020,104.786,1020,8.111,1020,35.505,1020,53.666,1020,1.781,1020
"2023-08-30 15:00:00",2717,6.705,,320.09,,2.305,1020,21.617,1020,7.64,1020,106.669,1020,8.114,1020,35.508,1020,53.671,1020,1.715,1020
"2023-08-30 15:30:00",2718,6.688,,71.755,,3.205,1020,21.642,1020,7.782,1020,108.709,1020,8.118,1020,35.513,1020,53.678,1020,1.901,1020
"2023-08-30 16:00:00",2719,1.916,,252.674,,3.394,1020,21.736,1020,7.869,1020,110.097,1020,8.122,1020,35.517,1020,53.686,1020,1.94,1020
"2023-08-30 16:30:00",2720,2.54,,79.137,,2.812,1020,21.793,1020,7.884,1020,110.437,1020,8.12,1020,35.531,1020,53.705,1020,2.105,1020
"2023-08-30 17:00:00",2721,7.731,,105.826,,5.079,1020,21.831,1020,7.562,1020,106.002,1020,8.119,1020,35.538,1020,53.715,1020,2.678,1020
"2023-08-30 17:30:00",2722,4.461,,121.909,,3.871,1020,21.661,1020,7.756,1020,108.388,1020,8.106,1020,35.53,1020,53.702,1020,3.285,1020
"2023-08-30 18:00:00",2723,0.132,,235.699,,4.539,1020,21.602,1020,7.696,1020,107.423,1020,8.103,1020,35.523,1020,53.691,1020,3.29,1020
"2023-08-30 18:30:00",2724,3.28,,111.144,,4.72,1020,21.594,1020,7.605,1020,106.15,1020,8.109,1020,35.523,1020,53.691,1020,3.313,1020
"2023-08-30 19:00:00",2725,2.855,,112.768,,3.957,1020,21.589,1020,7.61,1020,106.198,1020,8.099,1020,35.518,1020,53.685,1020,3.459,1020
"2023-08-30 19:30:00",2726,5.335,,98.333,,5.192,1020,21.583,1020,7.553,1020,105.392,1020,8.097,1020,35.52,1020,53.687,1020,3.303,1020
"2023-08-30 20:00:00",2727,5.133,,148.64,,2.546,1020,21.516,1020,7.393,1020,103.043,1020,8.098,1020,35.522,1020,53.689,1020,2.917,1020
"2023-08-30 20:30:00",2728,3.164,,30.954,,3.983,1020,21.456,1020,7.549,1020,105.098,1020,8.096,1020,35.514,1020,53.678,1020,2.528,1020
"2023-08-30 21:00:00",2729,3.702,,286.771,,4.491,1020,21.365,1020,7.475,1020,103.881,1020,8.099,1020,35.481,1020,53.632,1020,2.617,1020
"2023-08-30 21:30:00",2730,3.929,,224.796,,3.399,1020,21.244,1020,7.346,1020,101.837,1020,8.104,1020,35.435,1020,53.568,1020,2.417,1020
"2023-08-30 22:00:00",2731,7.308,,255.18,,6.258,1020,21.261,1020,7.342,1020,101.815,1020,8.104,1020,35.441,1020,53.576,1020,2.362,1020
"2023-08-30 22:30:00",2732,7.665,,255.109,,3.671,1020,21.303,1020,7.375,1020,102.352,1020,8.098,1020,35.436,1020,53.571,1020,2.347,1020
"2023-08-30 23:00:00",2733,7.758,,211.771,,3.52,1020,21.283,1020,7.46,1020,103.512,1020,8.101,1020,35.466,1020,53.61,1020,2.528,1020
"2023-08-30 23:30:00",2734,9.257,,256.011,,2.428,1020,20.945,1020,7.263,1020,100.097,1020,8.112,1020,35.335,1020,53.43,1020,1.782,1020
"2023-08-31 00:00:00",2735,8.579,,271.702,,3.013,1020,20.959,1020,7.276,1020,100.298,1020,8.112,1020,35.336,1020,53.432,1020,1.983,1020
"2023-08-31 00:30:00",2736,7.489,,223.568,,2.644,1020,20.944,1020,7.141,1020,98.429,1020,8.113,1020,35.381,1020,53.493,1020,1.695,1020
"2023-08-31 01:00:00",2737,2.068,,233.84,,2.037,1020,20.7,1020,6.902,1020,94.674,1020,8.124,1020,35.309,1020,53.393,1020,1.841,1020
"2023-08-31 01:30:00",2738,1.018,,245.59,,2.233,1020,20.764,1020,6.989,1020,95.994,1020,8.122,1020,35.326,1020,53.417,1020,1.881,1020
"2023-08-31 02:00:00",2739,6.485,,13.665,,1.523,1020,20.101,1020,6.96,1020,94.126,1020,8.125,1020,34.733,1020,52.613,1020,2.643,1020
"2023-08-31 02:30:00",2740,9.862,,235.738,,1.635,1020,20.177,1020,6.729,1020,,,8.123,1020,34.781,1020,52.677,1020,2.065,1020
"2023-08-31 03:00:00",2741,6.086,,289.982,,1.59,1020,20.186,1020,6.676,1020,,,8.123,1020,34.82,1020,52.73,1020,1.483,1020
"2023-08-31 03:30:00",2742,7.289,,224.288,,1.363,1020,20.072,1020,6.863,1020,92.842,1020,8.125,1020,34.89,1020,52.824,1020,1.8,1020
"2023-08-31 04:00:00",2743,1.883,,289.823,,2.033,1020,19.754,1020,6.608,1020,,,8.128,1020,34.561,1020,52.379,1020,1.571,1020
"2023-08-31 04:30:00",2744,1.949,,336.482,,2.166,1020,19.856,1020,6.908,1020,92.986,1020,8.123,1020,34.726,1020,52.601,1020,1.621,1020
"2023-08-31 05:00:00",2745,4.534,,60.197,,1.895,1020,19.934,1020,7.032,1020,94.844,1020,8.12,1020,34.799,1020,52.7,1020,1.6,1020
"2023-08-31 05:30:00",2746,2.622,,147.635,,1.492,1020,19.987,1020,6.929,1020,93.657,1020,8.12,1020,34.986,1020,52.953,1020,1.379,1020
"2023-08-31 06:00:00",2747,3.443,,73.877,,1.855,1020,20.171,1020,6.434,1020,,,8.131,1020,35.158,1020,53.186,1020,1.603,1020
"2023-08-31 06:30:00",2748,6.317,,87.584,,2.096,1020,20.357,1020,6.484,1020,,,8.109,1020,35.176,1020,53.211,1020,1.504,1020
"2023-08-31 07:00:00",2749,2.924,,85.265,,1.988,1020,20.426,1020,6.953,1020,94.872,1020,8.104,1020,35.249,1020,53.311,1020,1.597,1020
"2023-08-31 07:30:00",2750,1.981,,13.57,,2.43,1020,20.556,1020,6.761,1020,92.514,1020,8.097,1020,35.308,1020,53.391,1020,2.298,1020
"2023-08-31 08:00:00",2751,2.81,,314.564,,1.772,1020,20.666,1020,6.726,1020,92.219,1020,8.092,1020,35.334,1020,53.426,1020,2.19,1020
"2023-08-31 08:30:00",2752,2.096,,100.278,,1.488,1020,20.73,1020,6.641,1020,,,8.095,1020,35.35,1020,53.449,1020,2.713,1020
"2023-08-31 09:00:00",2753,3.217,,103.142,,1.604,1020,20.649,1020,6.971,1020,95.58,1020,8.1,1020,35.385,1020,53.495,1020,1.993,1020
"2023-08-31 09:30:00",2754,7.989,,199.617,,1.333,1020,20.712,1020,6.897,1020,94.606,1020,8.098,1020,35.257,1020,53.323,1020,2.226,1020
"2023-08-31 09:30:00",2755,7.989,,199.617,,1.333,1020,20.712,1020,6.897,1020,94.606,1020,8.098,1020,35.257,1020,53.323,1020,2.226,1020
"2023-08-31 10:00:00",2756,2.283,,350.16,,0.979,1020,20.891,1020,6.928,1020,95.347,1020,8.104,1020,35.273,1020,53.346,1020,2.122,1020
"2023-08-31 10:30:00",2757,3.62,,291.01,,1.165,1020,20.93,1020,6.893,1020,94.924,1020,8.109,1020,35.273,1020,53.347,1020,2.052,1020
"2023-08-31 11:00:00",2758,1.281,,275.763,,0.984,1020,21.051,1020,7.249,1020,100.06,1020,8.107,1020,35.273,1020,53.348,1020,1.665,1020
"2023-08-31 11:30:00",2759,7.475,,329.734,,1.243,1020,21.059,1020,7.249,1020,100.053,1020,8.111,1020,35.265,1020,53.338,1020,1.542,1020
"2023-08-31 12:00:00",2760,2.086,,137.292,,1.568,1020,21.056,1020,7.403,1020,102.203,1020,8.114,1020,35.306,1020,53.393,1020,1.874,1020
"2023-08-31 12:30:00",2761,1.993,,93.18,,1.157,1020,21.137,1020,7.508,1020,103.77,1020,8.117,1020,35.259,1020,53.331,1020,1.964,1020
"2023-08-31 13:00:00",2762,4.354,,282.727,,1.675,1020,21.071,1020,7.513,1020,103.748,1020,8.119,1020,35.304,1020,53.391,1020,2.109,1020
"2023-08-31 13:30:00",2763,4.011,,105.704,,1.687,1020,21.198,1020,7.479,1020,103.501,1020,8.126,1020,35.281,1020,53.36,1020,2.002,1020
"2023-08-31 14:00:00",2764,2.352,,279.756,,1.427,1020,21.284,1020,7.581,1020,105.058,1020,8.122,1020,35.245,1020,53.313,1020,2.068,1020
"2023-08-31 14:30:00",2765,2.858,,287.8,,1.662,1020,21.195,1020,7.615,1020,105.369,1020,8.123,1020,35.265,1020,53.339,1020,1.83,1020
"2023-08-31 15:00:00",2766,7.221,,298.01,,1.974,1020,21.341,1020,7.576,1020,105.057,1020,8.116,1020,35.189,1020,53.239,1020,1.964,1020
"2023-08-31 15:30:00",2767,3.505,,74.135,,2.043,1020,21.452,1020,7.499,1020,104.178,1020,8.112,1020,35.149,1020,53.186,1020,1.696,1020
"2023-08-31 16:00:00",2768,5.978,,188.603,,2.726,1020,21.162,1020,7.789,1020,107.709,1020,8.13,1020,35.258,1020,53.33,1020,1.761,1020
"2023-08-31 16:30:00",2769,4.701,,62.877,,2.733,1020,21.462,1020,7.717,1020,107.284,1020,8.116,1020,35.254,1020,53.328,1020,2.575,1020
"2023-08-31 17:00:00",2770,4.089,,124.071,,3.053,1020,21.457,1020,7.693,1020,106.933,1020,8.12,1020,35.246,1020,53.317,1020,1.853,1020
"2023-08-31 17:30:00",2771,7.366,,65.514,,2.849,1020,21.45,1020,7.602,1020,105.681,1020,8.118,1020,35.277,1020,53.358,1020,2.158,1020
"2023-08-31 18:00:00",2772,5.778,,88.296,,3.972,1020,21.405,1020,7.808,1020,108.482,1020,8.122,1020,35.304,1020,53.394,1020,2.197,1020
"2023-08-31 18:30:00",2773,8.788,,84.659,,3.075,1020,21.414,1020,7.819,1020,108.648,1020,8.121,1020,35.325,1020,53.423,1020,2.136,1020
"2023-08-31 19:00:00",2774,4.009,,7.857,,7.604,1020,21.51,1020,7.815,1020,108.793,1020,8.117,1020,35.324,1020,53.423,1020,2.536,1020
"2023-08-31 19:30:00",2775,0.728,,346.776,,1.849,1020,21.447,1020,7.779,1020,108.153,1020,8.114,1020,35.313,1020,53.407,1020,2.208,1020
"2023-08-31 20:00:00",2776,5.555,,119.93,,4.084,1020,21.433,1020,7.715,1020,107.245,1020,8.109,1020,35.32,1020,53.416,1020,2.344,1020
"2023-08-31 20:30:00",2777,4.911,,67.534,,3.651,1020,21.42,1020,7.713,1020,107.203,1020,8.109,1020,35.323,1020,53.42,1020,2.807,1020
"2023-08-31 21:00:00",2778,4.907,,243.603,,3.466,1020,21.39,1020,7.638,1020,106.098,1020,8.106,1020,35.329,1020,53.427,1020,2.926,1020
"2023-08-31 21:30:00",2779,2.504,,152.611,,4.143,1020,21.391,1020,7.591,1020,105.452,1020,8.105,1020,35.334,1020,53.434,1020,2.185,1020
"2023-08-31 22:00:00",2780,3.219,,169.945,,4.137,1020,21.358,1020,7.579,1020,105.232,1020,8.105,1020,35.336,1020,53.437,1020,3.144,1020
"2023-08-31 22:30:00",2781,2.353,,213.855,,3.802,1020,21.316,1020,7.426,1020,103.02,1020,8.1,1020,35.341,1020,53.442,1020,2.026,1020
"2023-08-31 23:00:00",2782,6.758,,217.076,,3.595,1020,21.234,1020,7.406,1020,102.59,1020,8.1,1020,35.347,1020,53.449,1020,2.07,1020
"2023-08-31 23:30:00",2783,3.76,,311.925,,2.877,1020,21.165,1020,7.152,1020,98.952,1020,8.104,1020,35.345,1020,53.446,1020,2.589,1020
"2023-09-01 00:00:00",2784,1.972,,330.324,,2.893,1020,21.136,1020,6.424,1020,,,8.112,1020,35.344,1020,53.444,1020,3.28,1020
"2023-09-01 00:30:00",2785,3.364,,299.554,,4.011,1020,21.107,1020,6.912,1020,95.531,1020,8.108,1020,35.336,1020,53.434,1020,3.491,1020
"2023-09-01 01:00:00",2786,1.18,,271.729,,3.622,1020,21.064,1020,6.821,1020,94.2,1020,8.124,1020,35.327,1020,53.421,1020,1.753,1020
"2023-09-01 01:30:00",2787,2.442,,141.621,,2.26,1020,21.009,1020,7.083,1020,97.708,1020,8.111,1020,35.328,1020,53.421,1020,2.961,1020
"2023-09-01 02:00:00",2788,3.178,,282.778,,1.876,1020,20.951,1020,6.577,1020,,,8.129,1020,35.334,1020,53.429,1020,1.806,1020
"2023-09-01 02:30:00",2789,1.605,,263.136,,3.222,1020,20.902,1020,6.571,1020,,,8.111,1020,35.336,1020,53.432,1020,1.64,1020
"2023-09-01 03:00:00",2790,2.066,,241.28,,2.677,1020,20.875,1020,,,,,8.108,1020,35.341,1020,53.439,1020,1.522,1020
"2023-09-01 03:30:00",2791,1.6,,354.458,,2.139,1020,20.827,1020,6.767,1020,93.054,1020,8.11,1020,35.345,1020,53.443,1020,3.243,1020
"2023-09-01 04:00:00",2792,3.01,,159.273,,3.016,1020,20.794,1020,6.504,1020,,,8.109,1020,35.345,1020,53.443,1020,1.532,1020
"2023-09-01 04:30:00",2793,9.958,,61.693,,2.142,1020,20.744,1020,6.768,1020,92.931,1020,8.111,1020,35.345,1020,53.442,1020,2.006,1020
"2023-09-01 05:00:00",2794,3.462,,146.488,,2.111,1020,20.744,1020,6.999,1020,96.109,1020,8.103,1020,35.352,1020,53.452,1020,1.992,1020
"2023-09-01 05:30:00",2795,5.031,,57.078,,2.16,1020,20.757,1020,6.322,1020,,,8.093,1020,35.363,1020,53.467,1020,2.636,1020
"2023-09-01 06:00:00",2796,1.844,,85.809,,2.214,1020,20.714,1020,6.237,1020,,,8.095,1020,35.36,1020,53.462,1020,2.286,1020
"2023-09-01 06:30:00",2797,4.418,,57.761,,1.744,1020,20.685,1020,6.523,1020,,,8.096,1020,35.359,1020,53.46,1020,2.275,1020
"2023-09-01 07:00:00",2798,7.892,,71.004,,1.809,1020,20.702,1020,6.763,1020,92.805,1020,8.094,1020,35.358,1020,53.459,1020,3.473,1020
"2023-09-01 07:30:00",2799,3.621,,19.785,,1.628,1020,20.692,1020,6.678,1020,,,8.099,1020,35.345,1020,53.442,1020,2.783,1020
"2023-09-01 08:00:00",2800,2.592,,107.956,,1.116,1020,20.712,1020,6.749,1020,92.631,1020,8.088,1020,35.357,1020,53.458,1020,2.548,1020
"2023-09-01 08:30:00",2801,5.035,,118.427,,1.464,1020,20.772,1020,6.89,1020,94.663,1020,8.095,1020,35.355,1020,53.456,1020,2.236,1020
"2023-09-01 09:00:00",2802,2.323,,184.304,,1.378,1020,20.815,1020,6.834,1020,93.969,1020,8.093,1020,35.356,1020,53.457,1020,2.307,1020
"2023-09-01 09:30:00",2803,6.13,,89.738,,1.254,1020,20.865,1020,7.009,1020,96.458,1020,8.092,1020,35.359,1020,53.462,1020,2.607,1020
"2023-09-01 09:30:00",2804,6.13,,89.738,,1.254,1020,20.865,1020,7.009,1020,96.458,1020,8.092,1020,35.359,1020,53.462,1020,2.607,1020
"2023-09-01 10:00:00",2805,4.574,,42.586,,2.004,1020,20.898,1020,7.049,1020,97.066,1020,8.095,1020,35.355,1020,53.458,1020,2.11,1020
"2023-09-01 10:30:00",2806,3.28,,281.279,,0.881,1020,21.308,1020,7.164,1020,99.401,1020,8.092,1020,35.395,1020,53.516,1020,2.179,1020
"2023-09-01 11:00:00",2807,4.892,,235.592,,0.948,1020,21.083,1020,7.191,1020,99.36,1020,8.099,1020,35.356,1020,53.46,1020,3.044,1020
"2023-09-01 11:30:00",2808,7.564,,15.316,,1.025,1020,21.271,1020,7.253,1020,100.556,1020,8.096,1020,35.354,1020,53.459,1020,2,1020
"2023-09-01 12:00:00",2809,5.939,,2.41,,1.169,1020,21.558,1020,7.254,1020,101.089,1020,8.091,1020,35.376,1020,53.493,1020,2.073,1020
"2023-09-01 12:30:00",2810,1.293,,217.568,,1.03,1020,21.585,1020,7.322,1020,102.085,1020,8.096,1020,35.36,1020,53.471,1020,2.313,1020
"2023-09-01 13:00:00",2811,3.972,,13.681,,0.992,1020,21.671,1020,7.37,1020,102.909,1020,8.099,1020,35.372,1020,53.489,1020,1.938,1020
"2023-09-01 13:30:00",2812,2.831,,17.913,,0.941,1020,21.676,1020,7.399,1020,103.33,1020,8.098,1020,35.371,1020,53.488,1020,2.276,1020
"2023-09-01 14:00:00",2813,2.726,,269.475,,1.737,1020,21.668,1020,7.39,1020,103.195,1020,8.099,1020,35.398,1020,53.524,1020,1.996,1020
"2023-09-01 14:30:00",2814,7.478,,313.51,,1.166,1020,21.858,1020,7.5,1020,105.072,1020,8.1,1020,35.369,1020,53.488,1020,1.986,1020
"2023-09-01 15:00:00",2815,8.026,,319.245,,2.578,1020,21.702,1020,7.472,1020,104.38,1020,8.104,1020,35.346,1020,53.455,1020,1.939,1020
"2023-09-01 15:30:00",2816,5.885,,225.235,,2.409,1020,21.86,1020,7.544,1020,105.666,1020,8.102,1020,35.316,1020,53.417,1020,1.849,1020
"2023-09-01 16:00:00",2817,2.577,,294.887,,2.749,1020,21.876,1020,7.592,1020,106.389,1020,8.101,1020,35.359,1020,53.475,1020,2.054,1020
"2023-09-01 16:30:00",2818,1.372,,157.251,,2.702,1020,21.915,1020,7.474,1020,104.795,1020,8.11,1020,35.322,1020,53.425,1020,2.186,1020
"2023-09-01 17:00:00",2819,2.323,,99.131,,2.585,1020,21.987,1020,7.657,1020,107.52,1020,8.105,1020,35.359,1020,53.477,1020,1.905,1020
"2023-09-01 17:30:00",2820,2.372,,123.667,,2.897,1020,21.921,1020,7.544,1020,105.799,1020,8.107,1020,35.358,1020,53.474,1020,2.061,1020
"2023-09-01 18:00:00",2821,5.388,,104.077,,3.407,1020,21.902,1020,7.58,1020,106.271,1020,8.107,1020,35.358,1020,53.474,1020,1.79,1020
"2023-09-01 18:30:00",2822,1.794,,90.934,,3.862,1020,21.909,1020,7.139,1020,100.116,1020,8.106,1020,35.37,1020,53.49,1020,2.01,1020
"2023-09-01 19:00:00",2823,6.142,,105.805,,3.049,1020,21.937,1020,7.564,1020,106.116,1020,8.1,1020,35.355,1020,53.471,1020,2.014,1020
"2023-09-01 19:30:00",2824,3.301,,5.139,,3.184,1020,22.057,1020,7.695,1020,108.184,1020,8.101,1020,35.363,1020,53.483,1020,1.976,1020
"2023-09-01 20:00:00",2825,5.11,,71.121,,2.956,1020,22.183,1020,7.668,1020,108.061,1020,8.09,1020,35.394,1020,53.527,1020,2.494,1020
"2023-09-01 20:30:00",2826,2.154,,153.428,,2.718,1020,22.118,1020,7.578,1020,106.67,1020,8.085,1020,35.383,1020,53.511,1020,2.745,1020
"2023-09-01 21:00:00",2827,5.936,,224.476,,2.581,1020,22.073,1020,7.561,1020,106.336,1020,8.085,1020,35.378,1020,53.504,1020,2.792,1020
"2023-09-01 21:30:00",2828,6.77,,149.5,,2.749,1020,22.039,1020,7.539,1020,105.963,1020,8.085,1020,35.378,1020,53.503,1020,2.814,1020
"2023-09-01 22:00:00",2829,5.607,,133.684,,2.75,1020,21.974,1020,7.474,1020,104.955,1020,8.081,1020,35.411,1020,53.547,1020,2.511,1020
"2023-09-01 22:30:00",2830,7.331,,88.371,,2.699,1020,21.907,1020,7.406,1020,103.849,1020,8.086,1020,35.374,1020,53.495,1020,2.321,1020
"2023-09-01 23:00:00",2831,4.128,,116.458,,3.28,1020,21.88,1020,7.328,1020,102.76,1020,8.083,1020,35.436,1020,53.578,1020,2.341,1020
"2023-09-01 23:30:00",2832,1.494,,282.663,,2.879,1020,21.756,1020,7.116,1020,99.539,1020,8.085,1020,35.399,1020,53.527,1020,5.035,1020
"2023-09-02 00:00:00",2833,3.353,,157.321,,2.497,1020,21.724,1020,7.231,1020,101.098,1020,8.083,1020,35.403,1020,53.532,1020,2.374,1020
"2023-09-02 00:30:00",2834,8.221,,35.32,,1.611,1020,21.616,1020,7.27,1020,101.441,1020,8.079,1020,35.418,1020,53.55,1020,2.284,1020
"2023-09-02 01:00:00",2835,3.972,,77.236,,2.1,1020,21.455,1020,7.167,1020,99.713,1020,8.085,1020,35.404,1020,53.53,1020,2.235,1020
"2023-09-02 01:30:00",2836,5.677,,81.184,,2.071,1020,21.442,1020,7.176,1020,99.823,1020,8.081,1020,35.411,1020,53.539,1020,2.055,1020
"2023-09-02 02:00:00",2837,3.121,,257.813,,1.8,1020,21.403,1020,7.138,1020,99.224,1020,8.08,1020,35.412,1020,53.539,1020,2.168,1020
"2023-09-02 02:30:00",2838,1.306,,30.603,,1.626,1020,21.31,1020,7.128,1020,98.92,1020,8.085,1020,35.403,1020,53.526,1020,2.182,1020
